asset_id,coarse_label,accident_candidate_score,accident_candidate_iou,object_pair
aihub_train_00000536,차대보행자,,,
aihub_train_00002474,차대이륜차,,,
aihub_train_00003441,차대자전거,,,
aihub_train_00015056,차대차,,,
aihub_train_00000536,차대보행자,,,
aihub_train_00002474,차대이륜차,,,
aihub_train_00003441,차대자전거,,,
aihub_train_00015056,차대차,,,
aihub_train_00000536,차대보행자,,,
aihub_train_00002474,차대이륜차,,,
aihub_train_00003441,차대자전거,,,
aihub_train_00015056,차대차,,,
aihub_train_00000536,차대보행자,,,
aihub_train_00000181,차대보행자,,,
aihub_train_00000043,차대보행자,,,
aihub_train_00000065,차대보행자,,,
aihub_train_00000252,차대보행자,,,
aihub_train_00000138,차대보행자,,,
aihub_train_00000396,차대보행자,,,
aihub_train_00000089,차대보행자,,,
aihub_train_00000533,차대보행자,,,
aihub_train_00000313,차대보행자,,,
aihub_train_00000676,차대보행자,,,
aihub_train_00000354,차대보행자,,,
aihub_train_00000194,차대보행자,,,
aihub_train_00000093,차대보행자,,,
aihub_train_00000620,차대보행자,,,
aihub_train_00000106,차대보행자,,,
aihub_train_00000248,차대보행자,,,
aihub_train_00000516,차대보행자,,,
aihub_train_00000477,차대보행자,,,
aihub_train_00000037,차대보행자,,,
aihub_train_00000461,차대보행자,,,
aihub_train_00000600,차대보행자,,,
aihub_train_00000609,차대보행자,,,
aihub_train_00000336,차대보행자,,,
aihub_train_00000632,차대보행자,,,
aihub_train_00000328,차대보행자,,,
aihub_train_00000431,차대보행자,,,
aihub_train_00000699,차대보행자,,,
aihub_train_00000562,차대보행자,,,
aihub_train_00000698,차대보행자,,,
aihub_train_00000441,차대보행자,,,
aihub_train_00000014,차대보행자,,,
aihub_train_00000564,차대보행자,,,
aihub_train_00000585,차대보행자,,,
aihub_train_00000009,차대보행자,,,
aihub_train_00000590,차대보행자,,,
aihub_train_00000010,차대보행자,,,
aihub_train_00000392,차대보행자,,,
aihub_train_00000172,차대보행자,,,
aihub_train_00000016,차대보행자,,,
aihub_train_00000079,차대보행자,,,
aihub_train_00000757,차대보행자,,,
aihub_train_00000243,차대보행자,,,
aihub_train_00000560,차대보행자,,,
aihub_train_00000151,차대보행자,,,
aihub_train_00000526,차대보행자,,,
aihub_train_00000456,차대보행자,,,
aihub_train_00000653,차대보행자,,,
aihub_train_00000636,차대보행자,,,
aihub_train_00000362,차대보행자,,,
aihub_train_00000269,차대보행자,,,
aihub_train_00000492,차대보행자,,,
aihub_train_00000006,차대보행자,,,
aihub_train_00000649,차대보행자,,,
aihub_train_00000351,차대보행자,,,
aihub_train_00000423,차대보행자,,,
aihub_train_00000743,차대보행자,,,
aihub_train_00000293,차대보행자,,,
aihub_train_00000419,차대보행자,,,
aihub_train_00000025,차대보행자,,,
aihub_train_00000641,차대보행자,,,
aihub_train_00000478,차대보행자,,,
aihub_train_00000627,차대보행자,,,
aihub_train_00000711,차대보행자,,,
aihub_train_00000059,차대보행자,,,
aihub_train_00000178,차대보행자,,,
aihub_train_00000502,차대보행자,,,
aihub_train_00000263,차대보행자,,,
aihub_train_00000034,차대보행자,,,
aihub_train_00000199,차대보행자,,,
aihub_train_00000515,차대보행자,,,
aihub_train_00000321,차대보행자,,,
aihub_train_00000018,차대보행자,,,
aihub_train_00000410,차대보행자,,,
aihub_train_00000011,차대보행자,,,
aihub_train_00000139,차대보행자,,,
aihub_train_00000213,차대보행자,,,
aihub_train_00000578,차대보행자,,,
aihub_train_00000201,차대보행자,,,
aihub_train_00000570,차대보행자,,,
aihub_train_00000102,차대보행자,,,
aihub_train_00000532,차대보행자,,,
aihub_train_00000266,차대보행자,,,
aihub_train_00000399,차대보행자,,,
aihub_train_00000237,차대보행자,,,
aihub_train_00000408,차대보행자,,,
aihub_train_00000087,차대보행자,,,
aihub_train_00000376,차대보행자,,,
aihub_train_00000216,차대보행자,,,
aihub_train_00000753,차대보행자,,,
aihub_train_00000626,차대보행자,,,
aihub_train_00000738,차대보행자,,,
aihub_train_00000759,차대보행자,,,
aihub_train_00000686,차대보행자,,,
aihub_train_00000684,차대보행자,,,
aihub_train_00000608,차대보행자,,,
aihub_train_00000029,차대보행자,,,
aihub_train_00000662,차대보행자,,,
aihub_train_00000185,차대보행자,,,
aihub_train_00000736,차대보행자,,,
aihub_train_00000450,차대보행자,,,
aihub_train_00000382,차대보행자,,,
aihub_train_00000444,차대보행자,,,
aihub_train_00000557,차대보행자,,,
aihub_train_00000537,차대보행자,,,
aihub_train_00000165,차대보행자,,,
aihub_train_00000175,차대보행자,,,
aihub_train_00000438,차대보행자,,,
aihub_train_00000482,차대보행자,,,
aihub_train_00000635,차대보행자,,,
aihub_train_00000545,차대보행자,,,
aihub_train_00000637,차대보행자,,,
aihub_train_00000531,차대보행자,,,
aihub_train_00000242,차대보행자,,,
aihub_train_00000003,차대보행자,,,
aihub_train_00000751,차대보행자,,,
aihub_train_00000075,차대보행자,,,
aihub_train_00000230,차대보행자,,,
aihub_train_00000458,차대보행자,,,
aihub_train_00000360,차대보행자,,,
aihub_train_00000341,차대보행자,,,
aihub_train_00000393,차대보행자,,,
aihub_train_00000534,차대보행자,,,
aihub_train_00000507,차대보행자,,,
aihub_train_00000483,차대보행자,,,
aihub_train_00000727,차대보행자,,,
aihub_train_00000723,차대보행자,,,
aihub_train_00000491,차대보행자,,,
aihub_train_00000370,차대보행자,,,
aihub_train_00000459,차대보행자,,,
aihub_train_00000017,차대보행자,,,
aihub_train_00000222,차대보행자,,,
aihub_train_00000040,차대보행자,,,
aihub_train_00000186,차대보행자,,,
aihub_train_00000654,차대보행자,,,
aihub_train_00000721,차대보행자,,,
aihub_train_00000265,차대보행자,,,
aihub_train_00000596,차대보행자,,,
aihub_train_00000191,차대보행자,,,
aihub_train_00000208,차대보행자,,,
aihub_train_00000647,차대보행자,,,
aihub_train_00000291,차대보행자,,,
aihub_train_00000696,차대보행자,,,
aihub_train_00000476,차대보행자,,,
aihub_train_00000703,차대보행자,,,
aihub_train_00000150,차대보행자,,,
aihub_train_00000445,차대보행자,,,
aihub_train_00000125,차대보행자,,,
aihub_train_00000517,차대보행자,,,
aihub_train_00000583,차대보행자,,,
aihub_train_00000591,차대보행자,,,
aihub_train_00000355,차대보행자,,,
aihub_train_00000116,차대보행자,,,
aihub_train_00000687,차대보행자,,,
aihub_train_00000041,차대보행자,,,
aihub_train_00000615,차대보행자,,,
aihub_train_00000238,차대보행자,,,
aihub_train_00000405,차대보행자,,,
aihub_train_00000130,차대보행자,,,
aihub_train_00000490,차대보행자,,,
aihub_train_00000672,차대보행자,,,
aihub_train_00000312,차대보행자,,,
aihub_train_00000153,차대보행자,,,
aihub_train_00000731,차대보행자,,,
aihub_train_00000378,차대보행자,,,
aihub_train_00000670,차대보행자,,,
aihub_train_00000447,차대보행자,,,
aihub_train_00000494,차대보행자,,,
aihub_train_00000612,차대보행자,,,
aihub_train_00000509,차대보행자,,,
aihub_train_00000294,차대보행자,,,
aihub_train_00000521,차대보행자,,,
aihub_train_00000119,차대보행자,,,
aihub_train_00000133,차대보행자,,,
aihub_train_00000046,차대보행자,,,
aihub_train_00000057,차대보행자,,,
aihub_train_00000606,차대보행자,,,
aihub_train_00000741,차대보행자,,,
aihub_train_00000625,차대보행자,,,
aihub_train_00000426,차대보행자,,,
aihub_train_00000228,차대보행자,,,
aihub_train_00000488,차대보행자,,,
aihub_train_00000523,차대보행자,,,
aihub_train_00000750,차대보행자,,,
aihub_train_00000440,차대보행자,,,
aihub_train_00000384,차대보행자,,,
aihub_train_00000524,차대보행자,,,
aihub_train_00000418,차대보행자,,,
aihub_train_00000365,차대보행자,,,
aihub_train_00000148,차대보행자,,,
aihub_train_00000415,차대보행자,,,
aihub_train_00000107,차대보행자,,,
aihub_train_00000302,차대보행자,,,
aihub_train_00000387,차대보행자,,,
aihub_train_00000303,차대보행자,,,
aihub_train_00000643,차대보행자,,,
aihub_train_00000528,차대보행자,,,
aihub_train_00000621,차대보행자,,,
aihub_train_00000729,차대보행자,,,
aihub_train_00000407,차대보행자,,,
aihub_train_00000051,차대보행자,,,
aihub_train_00000614,차대보행자,,,
aihub_train_00000657,차대보행자,,,
aihub_train_00000281,차대보행자,,,
aihub_train_00000554,차대보행자,,,
aihub_train_00000193,차대보행자,,,
aihub_train_00000024,차대보행자,,,
aihub_train_00000500,차대보행자,,,
aihub_train_00000366,차대보행자,,,
aihub_train_00000163,차대보행자,,,
aihub_train_00000264,차대보행자,,,
aihub_train_00000580,차대보행자,,,
aihub_train_00000549,차대보행자,,,
aihub_train_00000691,차대보행자,,,
aihub_train_00000704,차대보행자,,,
aihub_train_00000044,차대보행자,,,
aihub_train_00000189,차대보행자,,,
aihub_train_00000742,차대보행자,,,
aihub_train_00000603,차대보행자,,,
aihub_train_00000322,차대보행자,,,
aihub_train_00000273,차대보행자,,,
aihub_train_00000379,차대보행자,,,
aihub_train_00000173,차대보행자,,,
aihub_train_00000628,차대보행자,,,
aihub_train_00000307,차대보행자,,,
aihub_train_00000120,차대보행자,,,
aihub_train_00000369,차대보행자,,,
aihub_train_00000257,차대보행자,,,
aihub_train_00000156,차대보행자,,,
aihub_train_00000149,차대보행자,,,
aihub_train_00000202,차대보행자,,,
aihub_train_00000111,차대보행자,,,
aihub_train_00000464,차대보행자,,,
aihub_train_00000680,차대보행자,,,
aihub_train_00000240,차대보행자,,,
aihub_train_00000610,차대보행자,,,
aihub_train_00000214,차대보행자,,,
aihub_train_00000141,차대보행자,,,
aihub_train_00000692,차대보행자,,,
aihub_train_00000514,차대보행자,,,
aihub_train_00000397,차대보행자,,,
aihub_train_00000510,차대보행자,,,
aihub_train_00000712,차대보행자,,,
aihub_train_00000232,차대보행자,,,
aihub_train_00000192,차대보행자,,,
aihub_train_00000174,차대보행자,,,
aihub_train_00000618,차대보행자,,,
aihub_train_00000308,차대보행자,,,
aihub_train_00000316,차대보행자,,,
aihub_train_00000330,차대보행자,,,
aihub_train_00000050,차대보행자,,,
aihub_train_00000551,차대보행자,,,
aihub_train_00000359,차대보행자,,,
aihub_train_00000338,차대보행자,,,
aihub_train_00000401,차대보행자,,,
aihub_train_00000495,차대보행자,,,
aihub_train_00000674,차대보행자,,,
aihub_train_00000210,차대보행자,,,
aihub_train_00000159,차대보행자,,,
aihub_train_00000404,차대보행자,,,
aihub_train_00000414,차대보행자,,,
aihub_train_00000064,차대보행자,,,
aihub_train_00000394,차대보행자,,,
aihub_train_00000569,차대보행자,,,
aihub_train_00000295,차대보행자,,,
aihub_train_00000519,차대보행자,,,
aihub_train_00000667,차대보행자,,,
aihub_train_00000763,차대보행자,,,
aihub_train_00000267,차대보행자,,,
aihub_train_00000597,차대보행자,,,
aihub_train_00000466,차대보행자,,,
aihub_train_00000358,차대보행자,,,
aihub_train_00000131,차대보행자,,,
aihub_train_00000472,차대보행자,,,
aihub_train_00000198,차대보행자,,,
aihub_train_00000326,차대보행자,,,
aihub_train_00000262,차대보행자,,,
aihub_train_00000745,차대보행자,,,
aihub_train_00000424,차대보행자,,,
aihub_train_00000177,차대보행자,,,
aihub_train_00000223,차대보행자,,,
aihub_train_00000311,차대보행자,,,
aihub_train_00000309,차대보행자,,,
aihub_train_00000425,차대보행자,,,
aihub_train_00000317,차대보행자,,,
aihub_train_00000428,차대보행자,,,
aihub_train_00000685,차대보행자,,,
aihub_train_00000015,차대보행자,,,
aihub_train_00000577,차대보행자,,,
aihub_train_00000661,차대보행자,,,
aihub_train_00000298,차대보행자,,,
aihub_train_00000453,차대보행자,,,
aihub_train_00000304,차대보행자,,,
aihub_train_00000296,차대보행자,,,
aihub_train_00000400,차대보행자,,,
aihub_train_00000650,차대보행자,,,
aihub_train_00000169,차대보행자,,,
aihub_train_00000205,차대보행자,,,
aihub_train_00000099,차대보행자,,,
aihub_train_00000663,차대보행자,,,
aihub_train_00000593,차대보행자,,,
aihub_train_00000117,차대보행자,,,
aihub_train_00000602,차대보행자,,,
aihub_train_00000180,차대보행자,,,
aihub_train_00000558,차대보행자,,,
aihub_train_00000103,차대보행자,,,
aihub_train_00000114,차대보행자,,,
aihub_train_00000241,차대보행자,,,
aihub_train_00000594,차대보행자,,,
aihub_train_00000196,차대보행자,,,
aihub_train_00000706,차대보행자,,,
aihub_train_00000694,차대보행자,,,
aihub_train_00000137,차대보행자,,,
aihub_train_00000329,차대보행자,,,
aihub_train_00000211,차대보행자,,,
aihub_train_00000356,차대보행자,,,
aihub_train_00000092,차대보행자,,,
aihub_train_00000013,차대보행자,,,
aihub_train_00000212,차대보행자,,,
aihub_train_00000091,차대보행자,,,
aihub_train_00000084,차대보행자,,,
aihub_train_00000595,차대보행자,,,
aihub_train_00000467,차대보행자,,,
aihub_train_00000451,차대보행자,,,
aihub_train_00000499,차대보행자,,,
aihub_train_00000287,차대보행자,,,
aihub_train_00000182,차대보행자,,,
aihub_train_00000053,차대보행자,,,
aihub_train_00000709,차대보행자,,,
aihub_train_00000373,차대보행자,,,
aihub_train_00000184,차대보행자,,,
aihub_train_00000457,차대보행자,,,
aihub_train_00000187,차대보행자,,,
aihub_train_00000158,차대보행자,,,
aihub_train_00000735,차대보행자,,,
aihub_train_00000561,차대보행자,,,
aihub_train_00000722,차대보행자,,,
aihub_train_00000076,차대보행자,,,
aihub_train_00000350,차대보행자,,,
aihub_train_00000432,차대보행자,,,
aihub_train_00000398,차대보행자,,,
aihub_train_00000019,차대보행자,,,
aihub_train_00000280,차대보행자,,,
aihub_train_00000077,차대보행자,,,
aihub_train_00000039,차대보행자,,,
aihub_train_00000737,차대보행자,,,
aihub_train_00000708,차대보행자,,,
aihub_train_00000288,차대보행자,,,
aihub_train_00000219,차대보행자,,,
aihub_train_00000283,차대보행자,,,
