category,asset_id,source_video_path,expected_target,coarse_label,local_path,split,video_sha256,incident_id,incident_id_status,viewpoint,viewpoint_source,visible_target,visible_target_source,lighting,lighting_source,metadata_review_status
car_vs_car,aihub_train_00003906_bb_1_170214_vehicle_124_052,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003906_bb_1_170214_vehicle_124_052.mp4,car_vs_car,car_vs_car,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003906_bb_1_170214_vehicle_124_052.mp4,train,d86531e434ce8c30df73737ebeedf987725112b62c1213288e642312c3893257,aihub_source_suffix:124_052,source_filename_suffix_validated_by_exact_duplicates,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,night,cv_first_middle_last_majority,auto_enriched_needs_human_review
car_vs_car,aihub_train_00003873_bb_1_161027_vehicle_30_097,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003873_bb_1_161027_vehicle_30_097.mp4,car_vs_car,car_vs_car,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003873_bb_1_161027_vehicle_30_097.mp4,train,e7995c38c91089202df25f57b244865ae197f5ab117ad3ff8a27cdb71fa294bf,aihub_source_suffix:30_097,source_filename_suffix_validated_by_exact_duplicates,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,day,cv_first_middle_last_majority,auto_enriched_needs_human_review
car_vs_car,aihub_train_00005996_bb_1_140412_vehicle_30_379,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005996_bb_1_140412_vehicle_30_379.mp4,car_vs_car,car_vs_car,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005996_bb_1_140412_vehicle_30_379.mp4,train,3ed7d8450461dc82253311c6d05b14cc558ab31595353ae52bf5a9bc457d569f,aihub_source_suffix:30_379,source_filename_suffix_validated_by_exact_duplicates,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,day,cv_first_middle_last_majority,auto_enriched_needs_human_review
car_vs_car,aihub_train_00004729_bb_1_140509_vehicle_236_22178,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004729_bb_1_140509_vehicle_236_22178.mp4,car_vs_car,car_vs_car,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004729_bb_1_140509_vehicle_236_22178.mp4,train,6647e53bb6e3d8a35cefada2bba194843ef1d9f55417a1d24ce14fb0b773d56a,aihub_source_suffix:236_22178,source_filename_suffix_validated_by_exact_duplicates,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,low_light,cv_first_middle_last_majority,auto_enriched_needs_human_review
car_vs_car,aihub_train_00004958_bb_1_170520_vehicle_41_131,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004958_bb_1_170520_vehicle_41_131.mp4,car_vs_car,car_vs_car,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004958_bb_1_170520_vehicle_41_131.mp4,train,a512af63f0ec9e5a982d841fa0f245e5f4bd4e8682b4c521507b7880766421b7,aihub_source_suffix:41_131,source_filename_suffix_validated_by_exact_duplicates,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,night,cv_first_middle_last_majority,auto_enriched_needs_human_review
car_vs_car,aihub_train_00004129_bb_1_181222_vehicle_117_053,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004129_bb_1_181222_vehicle_117_053.mp4,car_vs_car,car_vs_car,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004129_bb_1_181222_vehicle_117_053.mp4,train,f99fbb2669c09e717126a6cd99a8542d6fc623ca952b157e6693be461cb48f07,aihub_source_suffix:117_053,source_filename_suffix_validated_by_exact_duplicates,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,low_light,cv_first_middle_last_majority,auto_enriched_needs_human_review
car_vs_car,aihub_train_00003767_bb_1_160120_vehicle_208_32978,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003767_bb_1_160120_vehicle_208_32978.mp4,car_vs_car,car_vs_car,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003767_bb_1_160120_vehicle_208_32978.mp4,train,7b7097912b73e53d320fda914da88b8939d3df125562d4f3f562718cebdfe81e,aihub_source_suffix:208_32978,source_filename_suffix_validated_by_exact_duplicates,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,low_light,cv_first_middle_last_majority,auto_enriched_needs_human_review
car_vs_car,aihub_train_00005158_bb_1_190505_vehicle_131_077,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005158_bb_1_190505_vehicle_131_077.mp4,car_vs_car,car_vs_car,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005158_bb_1_190505_vehicle_131_077.mp4,train,c0b6dc28da5964b842f7b4f2d3f3c412fcb03a2b618f10c93c8bd62b7df1180a,aihub_source_suffix:131_077,source_filename_suffix_validated_by_exact_duplicates,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,day,cv_first_middle_last_majority,auto_enriched_needs_human_review
car_vs_car,aihub_train_00005653_bb_3_160228_vehicle_246_30442,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005653_bb_3_160228_vehicle_246_30442.mp4,car_vs_car,car_vs_car,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005653_bb_3_160228_vehicle_246_30442.mp4,train,f127661e2eeb0a8ecd0aee5d83ad561060a7d8af6b4ac4ceb4a2665ed205e53b,aihub_source_suffix:246_30442,source_filename_suffix_validated_by_exact_duplicates,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,low_light,cv_first_middle_last_majority,auto_enriched_needs_human_review
car_vs_car,aihub_train_00005421_bb_1_220128_vehicle_29_361,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005421_bb_1_220128_vehicle_29_361.mp4,car_vs_car,car_vs_car,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005421_bb_1_220128_vehicle_29_361.mp4,train,1f3cd65f75c7e0bfe952880e55e0a5d51bc50a3ad510d83265b79dd84af988d3,aihub_source_suffix:29_361,source_filename_suffix_validated_by_exact_duplicates,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,low_light,cv_first_middle_last_majority,auto_enriched_needs_human_review
car_vs_car,aihub_train_00005267_bb_1_200813_vehicle_222_21143,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005267_bb_1_200813_vehicle_222_21143.mp4,car_vs_car,car_vs_car,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005267_bb_1_200813_vehicle_222_21143.mp4,train,049ec9f3f36e14d73257d4cb3c2bb7e5faf30fe12ba59c7d3b1e2ee826db9723,aihub_source_suffix:222_21143,source_filename_suffix_validated_by_exact_duplicates,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,low_light,cv_first_middle_last_majority,auto_enriched_needs_human_review
car_vs_car,aihub_train_00004838_bb_1_160118_vehicle_248_21835,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004838_bb_1_160118_vehicle_248_21835.mp4,car_vs_car,car_vs_car,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004838_bb_1_160118_vehicle_248_21835.mp4,train,3626f2080db7c9b25ad2b81e4daf9505246434a29769a24e8850a8ed85ae4582,aihub_source_suffix:248_21835,source_filename_suffix_validated_by_exact_duplicates,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,low_light,cv_first_middle_last_majority,auto_enriched_needs_human_review
car_vs_car,aihub_train_00004469_bb_1_220117_vehicle_118_094,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004469_bb_1_220117_vehicle_118_094.mp4,car_vs_car,car_vs_car,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004469_bb_1_220117_vehicle_118_094.mp4,train,b31991e5f05a4af36eed5601cdd00592eb78acb11e32397631d951982adbf42f,aihub_source_suffix:118_094,source_filename_suffix_validated_by_exact_duplicates,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,day,cv_first_middle_last_majority,auto_enriched_needs_human_review
car_vs_car,aihub_train_00004471_bb_1_220121_vehicle_236_25382,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004471_bb_1_220121_vehicle_236_25382.mp4,car_vs_car,car_vs_car,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004471_bb_1_220121_vehicle_236_25382.mp4,train,09f339d8c448a940db59e61c3caaf8611e2d2751352d3396ad435c667d47bf95,aihub_source_suffix:236_25382,source_filename_suffix_validated_by_exact_duplicates,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,day,cv_first_middle_last_majority,auto_enriched_needs_human_review
car_vs_car,aihub_train_00005242_bb_1_200429_vehicle_41_164,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005242_bb_1_200429_vehicle_41_164.mp4,car_vs_car,car_vs_car,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005242_bb_1_200429_vehicle_41_164.mp4,train,d38ed1a8862aa539cdf2a7363430622c1eedad046bb2598fc4e9629da9ea6791,aihub_source_suffix:41_164,source_filename_suffix_validated_by_exact_duplicates,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,day,cv_first_middle_last_majority,auto_enriched_needs_human_review
car_vs_car,aihub_train_00003947_bb_1_170528_vehicle_204_22044,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003947_bb_1_170528_vehicle_204_22044.mp4,car_vs_car,car_vs_car,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003947_bb_1_170528_vehicle_204_22044.mp4,train,b8807b1a3564da1ead66fa0d42676baad8a685ddadbb64445946356c6b414958,aihub_source_suffix:204_22044,source_filename_suffix_validated_by_exact_duplicates,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,low_light,cv_first_middle_last_majority,auto_enriched_needs_human_review
