asset_id,category,coarse_label,dataset_name,drive_url,duration_seconds,expected_target,file_exists,file_ext,file_name,fps,frame_count,frame_hashes,height,incident_id,incident_id_status,input_type,label,lighting,lighting_source,local_path,media_readable,metadata_review_status,planned_use,sample_group,sha256,source_dataset,source_path,source_video_path,split,video_sha256,viewpoint,viewpoint_source,visible_target,visible_target_source,width
aihub_train_00003906_bb_1_170214_vehicle_124_052,car_vs_car,car_vs_car,,,10.0,car_vs_car,,,,15.0,150,6928ae6d75f4b094|4b46b4b59b5b42ac|d8611ab1ce1f0b7a|887978918e3d7a72|d8691e95e83d2a56,1080,aihub_source_suffix:124_052,source_filename_suffix_validated_by_exact_duplicates,,,night,cv_first_middle_last_majority,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003906_bb_1_170214_vehicle_124_052.mp4,True,auto_enriched_needs_human_review,,,d86531e434ce8c30df73737ebeedf987725112b62c1213288e642312c3893257,,,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003906_bb_1_170214_vehicle_124_052.mp4,train,d86531e434ce8c30df73737ebeedf987725112b62c1213288e642312c3893257,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,1920
aihub_train_00003873_bb_1_161027_vehicle_30_097,car_vs_car,car_vs_car,,,10.0,car_vs_car,,,,15.0,150,2b2b29c9c2f7f4a0|2b2f0dcac2f3f02c|272f0bced4f360a4|2f2b0bc6d4f360b4|2f0b175ac1c536f4,1080,aihub_source_suffix:30_097,source_filename_suffix_validated_by_exact_duplicates,,,day,cv_first_middle_last_majority,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003873_bb_1_161027_vehicle_30_097.mp4,True,auto_enriched_needs_human_review,,,e7995c38c91089202df25f57b244865ae197f5ab117ad3ff8a27cdb71fa294bf,,,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003873_bb_1_161027_vehicle_30_097.mp4,val,e7995c38c91089202df25f57b244865ae197f5ab117ad3ff8a27cdb71fa294bf,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,1920
aihub_train_00005996_bb_1_140412_vehicle_30_379,car_vs_car,car_vs_car,,,10.0,car_vs_car,,,,15.0,150,3131c5b5a9a3edd0|8f81e165984ef19e|9b93e2709c07f03e|9b92e2388cc3f13e|9b92e2388cc3f13e,1080,aihub_source_suffix:30_379,source_filename_suffix_validated_by_exact_duplicates,,,day,cv_first_middle_last_majority,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005996_bb_1_140412_vehicle_30_379.mp4,True,auto_enriched_needs_human_review,,,3ed7d8450461dc82253311c6d05b14cc558ab31595353ae52bf5a9bc457d569f,,,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005996_bb_1_140412_vehicle_30_379.mp4,train,3ed7d8450461dc82253311c6d05b14cc558ab31595353ae52bf5a9bc457d569f,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,1920
aihub_train_00004729_bb_1_140509_vehicle_236_22178,car_vs_car,car_vs_car,,,10.0,car_vs_car,,,,15.0,150,817f074a3e3cf590|6b68c01e36b6b672|6a6e9cd29712f590|027bacc89594f7a6|027bacc8d594f7a4,1080,aihub_source_suffix:236_22178,source_filename_suffix_validated_by_exact_duplicates,,,low_light,cv_first_middle_last_majority,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004729_bb_1_140509_vehicle_236_22178.mp4,True,auto_enriched_needs_human_review,,,6647e53bb6e3d8a35cefada2bba194843ef1d9f55417a1d24ce14fb0b773d56a,,,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004729_bb_1_140509_vehicle_236_22178.mp4,train,6647e53bb6e3d8a35cefada2bba194843ef1d9f55417a1d24ce14fb0b773d56a,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,1920
aihub_train_00004958_bb_1_170520_vehicle_41_131,car_vs_car,car_vs_car,,,10.0,car_vs_car,,,,15.0,150,324a4f1b5a6b4f1c|2a7ecb1a93e42cf0|2c52db8eb5252cda|32cacd969535ac4e|22dadd84d7333a4a,1080,aihub_source_suffix:41_131,source_filename_suffix_validated_by_exact_duplicates,,,night,cv_first_middle_last_majority,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004958_bb_1_170520_vehicle_41_131.mp4,True,auto_enriched_needs_human_review,,,a512af63f0ec9e5a982d841fa0f245e5f4bd4e8682b4c521507b7880766421b7,,,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004958_bb_1_170520_vehicle_41_131.mp4,test,a512af63f0ec9e5a982d841fa0f245e5f4bd4e8682b4c521507b7880766421b7,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,1920
aihub_train_00004129_bb_1_181222_vehicle_117_053,car_vs_car,car_vs_car,,,10.0,car_vs_car,,,,15.0,150,37b7cdcde9a0c0c0|9991c7c78706c7c6|3332ec4c67b2e84e|99986766b39c6664|99986766b39c6664,1080,aihub_source_suffix:117_053,source_filename_suffix_validated_by_exact_duplicates,,,low_light,cv_first_middle_last_majority,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004129_bb_1_181222_vehicle_117_053.mp4,True,auto_enriched_needs_human_review,,,f99fbb2669c09e717126a6cd99a8542d6fc623ca952b157e6693be461cb48f07,,,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004129_bb_1_181222_vehicle_117_053.mp4,train,f99fbb2669c09e717126a6cd99a8542d6fc623ca952b157e6693be461cb48f07,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,1920
aihub_train_00003767_bb_1_160120_vehicle_208_32978,car_vs_car,car_vs_car,,,10.0,car_vs_car,,,,15.0,150,9992e64e66f4591a|292866f4e6d2db32|b9242676e2dadb90|991266c6667cd98e|99b1a6c66e5ad990,1080,aihub_source_suffix:208_32978,source_filename_suffix_validated_by_exact_duplicates,,,low_light,cv_first_middle_last_majority,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003767_bb_1_160120_vehicle_208_32978.mp4,True,auto_enriched_needs_human_review,,,7b7097912b73e53d320fda914da88b8939d3df125562d4f3f562718cebdfe81e,,,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003767_bb_1_160120_vehicle_208_32978.mp4,train,7b7097912b73e53d320fda914da88b8939d3df125562d4f3f562718cebdfe81e,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,1920
aihub_train_00005158_bb_1_190505_vehicle_131_077,car_vs_car,car_vs_car,,,10.0,car_vs_car,,,,15.0,150,23f0594e46d3bb16|79f8594e17d79030|f178494c1fd79630|b1725d485ed7b230|e968731a4ed6c24e,1080,aihub_source_suffix:131_077,source_filename_suffix_validated_by_exact_duplicates,,,day,cv_first_middle_last_majority,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005158_bb_1_190505_vehicle_131_077.mp4,True,auto_enriched_needs_human_review,,,c0b6dc28da5964b842f7b4f2d3f3c412fcb03a2b618f10c93c8bd62b7df1180a,,,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005158_bb_1_190505_vehicle_131_077.mp4,train,c0b6dc28da5964b842f7b4f2d3f3c412fcb03a2b618f10c93c8bd62b7df1180a,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,1920
aihub_train_00005653_bb_3_160228_vehicle_246_30442,car_vs_car,car_vs_car,,,10.0,car_vs_car,,,,15.0,150,878c7872d2ce7878|8f867878d2d27878|87a47878d2d67878|8f8c7872d2dc7470|87867878d2d67478,1080,aihub_source_suffix:246_30442,source_filename_suffix_validated_by_exact_duplicates,,,low_light,cv_first_middle_last_majority,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005653_bb_3_160228_vehicle_246_30442.mp4,True,auto_enriched_needs_human_review,,,f127661e2eeb0a8ecd0aee5d83ad561060a7d8af6b4ac4ceb4a2665ed205e53b,,,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005653_bb_3_160228_vehicle_246_30442.mp4,val,f127661e2eeb0a8ecd0aee5d83ad561060a7d8af6b4ac4ceb4a2665ed205e53b,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,1920
aihub_train_00005421_bb_1_220128_vehicle_29_361,car_vs_car,car_vs_car,,,10.0,car_vs_car,,,,15.0,150,3330ded8cc4cccce|3322ded8d8c8da4e|2326d6d8d8cada4e|2524f6dadacac86c|3192db6d6ce6c24c,1080,aihub_source_suffix:29_361,source_filename_suffix_validated_by_exact_duplicates,,,low_light,cv_first_middle_last_majority,storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005421_bb_1_220128_vehicle_29_361.mp4,True,auto_enriched_needs_human_review,,,1f3cd65f75c7e0bfe952880e55e0a5d51bc50a3ad510d83265b79dd84af988d3,,,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005421_bb_1_220128_vehicle_29_361.mp4,train,1f3cd65f75c7e0bfe952880e55e0a5d51bc50a3ad510d83265b79dd84af988d3,blackbox_unspecified,filename_capture_code:bb,car,dataset_coarse_label,1920
