category,asset_id,source_video_path,expected_target,coarse_label,local_path,split
car_vs_car,aihub_train_00003906_bb_1_170214_vehicle_124_052,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003906_bb_1_170214_vehicle_124_052.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003906_bb_1_170214_vehicle_124_052.mp4,train
car_vs_car,aihub_train_00003873_bb_1_161027_vehicle_30_097,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003873_bb_1_161027_vehicle_30_097.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003873_bb_1_161027_vehicle_30_097.mp4,train
car_vs_car,aihub_train_00005996_bb_1_140412_vehicle_30_379,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005996_bb_1_140412_vehicle_30_379.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005996_bb_1_140412_vehicle_30_379.mp4,train
car_vs_car,aihub_train_00004729_bb_1_140509_vehicle_236_22178,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004729_bb_1_140509_vehicle_236_22178.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004729_bb_1_140509_vehicle_236_22178.mp4,train
car_vs_car,aihub_train_00004958_bb_1_170520_vehicle_41_131,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004958_bb_1_170520_vehicle_41_131.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004958_bb_1_170520_vehicle_41_131.mp4,train
car_vs_car,aihub_train_00004129_bb_1_181222_vehicle_117_053,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004129_bb_1_181222_vehicle_117_053.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004129_bb_1_181222_vehicle_117_053.mp4,train
car_vs_car,aihub_train_00003767_bb_1_160120_vehicle_208_32978,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003767_bb_1_160120_vehicle_208_32978.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003767_bb_1_160120_vehicle_208_32978.mp4,train
car_vs_car,aihub_train_00005158_bb_1_190505_vehicle_131_077,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005158_bb_1_190505_vehicle_131_077.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005158_bb_1_190505_vehicle_131_077.mp4,train
car_vs_car,aihub_train_00005653_bb_3_160228_vehicle_246_30442,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005653_bb_3_160228_vehicle_246_30442.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005653_bb_3_160228_vehicle_246_30442.mp4,train
car_vs_car,aihub_train_00005421_bb_1_220128_vehicle_29_361,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005421_bb_1_220128_vehicle_29_361.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005421_bb_1_220128_vehicle_29_361.mp4,train
car_vs_car,aihub_train_00005267_bb_1_200813_vehicle_222_21143,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005267_bb_1_200813_vehicle_222_21143.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005267_bb_1_200813_vehicle_222_21143.mp4,train
car_vs_car,aihub_train_00004838_bb_1_160118_vehicle_248_21835,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004838_bb_1_160118_vehicle_248_21835.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004838_bb_1_160118_vehicle_248_21835.mp4,train
car_vs_car,aihub_train_00004469_bb_1_220117_vehicle_118_094,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004469_bb_1_220117_vehicle_118_094.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004469_bb_1_220117_vehicle_118_094.mp4,train
car_vs_car,aihub_train_00004471_bb_1_220121_vehicle_236_25382,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004471_bb_1_220121_vehicle_236_25382.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004471_bb_1_220121_vehicle_236_25382.mp4,train
car_vs_car,aihub_train_00005242_bb_1_200429_vehicle_41_164,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005242_bb_1_200429_vehicle_41_164.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005242_bb_1_200429_vehicle_41_164.mp4,train
car_vs_car,aihub_train_00003947_bb_1_170528_vehicle_204_22044,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003947_bb_1_170528_vehicle_204_22044.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003947_bb_1_170528_vehicle_204_22044.mp4,train
car_vs_car,aihub_train_00004054_bb_1_180420_vehicle_223_20168,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004054_bb_1_180420_vehicle_223_20168.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004054_bb_1_180420_vehicle_223_20168.mp4,train
car_vs_car,aihub_train_00006010_bb_1_140619_vehicle_29_070,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00006010_bb_1_140619_vehicle_29_070.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00006010_bb_1_140619_vehicle_29_070.mp4,train
car_vs_car,aihub_train_00005373_bb_1_210831_vehicle_232_22109,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005373_bb_1_210831_vehicle_232_22109.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00005373_bb_1_210831_vehicle_232_22109.mp4,train
car_vs_car,aihub_train_00003638_bb_1_140603_vehicle_209_32155,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003638_bb_1_140603_vehicle_209_32155.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00003638_bb_1_140603_vehicle_209_32155.mp4,train
car_vs_car,aihub_train_00006133_bb_1_150824_vehicle_185_093,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00006133_bb_1_150824_vehicle_185_093.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00006133_bb_1_150824_vehicle_185_093.mp4,train
car_vs_car,aihub_train_00004559_bb_3_150504_vehicle_119_087,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004559_bb_3_150504_vehicle_119_087.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004559_bb_3_150504_vehicle_119_087.mp4,train
car_vs_car,aihub_train_00004247_bb_1_191114_vehicle_244_32006,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004247_bb_1_191114_vehicle_244_32006.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00004247_bb_1_191114_vehicle_244_32006.mp4,train
car_vs_car,aihub_train_00006198_bb_1_160225_vehicle_29_210,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00006198_bb_1_160225_vehicle_29_210.mp4,car_vs_car,car_vs_car,/workspace/SKN27-FINAL-3Team/storage/vision/datasets/classification/raw_videos/차대차/aihub_train_00006198_bb_1_160225_vehicle_29_210.mp4,train
